# 1-d slice in y-direction, file: plt_2d_005500
# time =       0.173135125104    
#                       y                  density      CH4_ConsumptionRate                   Y(CH4)               x_velocity                     temp  
       0.236718750000E-01       0.184997507728           0.140213048334E-16       0.541107376249E-19       0.227612827782E-10        1842.11661756      
       0.238281250000E-01       0.184989468218           0.344342796421E-16       0.543166945250E-19       0.388373875121E-10        1842.20418378      
       0.239843750000E-01       0.184981624924           0.797932493988E-17       0.519773376625E-19       0.539175989598E-10        1842.28940828      
       0.241406250000E-01       0.184973991399           0.486361951025E-17       0.515358738828E-19       0.679570640185E-10        1842.37215044      
       0.242968750000E-01       0.184966582192           0.354388101327E-17       0.509070182536E-19       0.809401242749E-10        1842.45225994      
       0.244531250000E-01       0.184959412181           0.272713391112E-17       0.505611584239E-19       0.928745108639E-10        1842.52958409      
       0.246093750000E-01       0.184952496716           0.226723012216E-17       0.503206183538E-19       0.103777415816E-09        1842.60397421      
       0.247656250000E-01       0.184945845804           0.200342753475E-17       0.501322177577E-19       0.113675181771E-09        1842.67531407      
       0.249218750000E-01       0.184939479128           0.182488374144E-17       0.499744453242E-19       0.122636412805E-09        1842.74344127      
       0.250781250000E-01       0.184933403438           0.170115268679E-17       0.498332319582E-19       0.130715275409E-09        1842.80826448      
       0.252343750000E-01       0.184927627579           0.160748111940E-17       0.496956428625E-19       0.137929660402E-09        1842.86972526      
       0.253906250000E-01       0.184922159172           0.152769271118E-17       0.495509605234E-19       0.144338454285E-09        1842.92775227      
       0.255468750000E-01       0.184917002941           0.145192296778E-17       0.493908191713E-19       0.149982254987E-09        1842.98231629      
       0.257031250000E-01       0.184912161011           0.137603054422E-17       0.492088681757E-19       0.154873128116E-09        1843.03341260      
       0.258593750000E-01       0.184907633319           0.129901814630E-17       0.490004528246E-19       0.159016369283E-09        1843.08106242      
       0.260156250000E-01       0.184903417254           0.122092201573E-17       0.487621132193E-19       0.162403933075E-09        1843.12531208      
       0.261718750000E-01       0.184899508147           0.114249401223E-17       0.484911978000E-19       0.165011396559E-09        1843.16623135      
       0.263281250000E-01       0.184895899058           0.106434253289E-17       0.481858376974E-19       0.166792147224E-09        1843.20391145      
       0.264843750000E-01       0.184892581321           0.987255728633E-18       0.478449236070E-19       0.167714027072E-09        1843.23846282      
       0.266406250000E-01       0.184889544419           0.911747485492E-18       0.474680885858E-19       0.167617120223E-09        1843.27001246      
       0.267968750000E-01       0.184886776554           0.838339679442E-18       0.470556337771E-19       0.166610909224E-09        1843.29870121      
       0.269531250000E-01       0.184884264570           0.767578495902E-18       0.466084464336E-19       0.164447566121E-09        1843.32468098      
       0.271093750000E-01       0.184881994539           0.699792662763E-18       0.461279469777E-19       0.161109927363E-09        1843.34811186      
       0.272656250000E-01       0.184879951678           0.635381424504E-18       0.456159780649E-19       0.156511260512E-09        1843.36915942      
       0.274218750000E-01       0.184878120932           0.574633968427E-18       0.450747424851E-19       0.150571413425E-09        1843.38799212      
       0.275781250000E-01       0.184876486874           0.517516928209E-18       0.445067255732E-19       0.143237027957E-09        1843.40477900      
       0.277343750000E-01       0.184875034050           0.464555268152E-18       0.439145476856E-19       0.134450608721E-09        1843.41968831      
       0.278906250000E-01       0.184873748301           0.415631359641E-18       0.433010086276E-19       0.124108964817E-09        1843.43287464      
       0.280468750000E-01       0.184872613152           0.370844265326E-18       0.426689663964E-19       0.112296790470E-09        1843.44451126      
       0.282031250000E-01       0.184871615213           0.330473236039E-18       0.420213114518E-19       0.990026598209E-10        1843.45474412      
       0.283593750000E-01       0.184870741144           0.295491268808E-18       0.413610083012E-19       0.841618213326E-10        1843.46371163      
       0.285156250000E-01       0.184869977152           0.269150432108E-18       0.406913418815E-19       0.678359768624E-10        1843.47155812      
       0.286718750000E-01       0.184869312575           0.261651916263E-18       0.400167858334E-19       0.501460521453E-10        1843.47839580      
       0.288281250000E-01       0.184868734856           0.303217862406E-18       0.393458286635E-19       0.311294200368E-10        1843.48435348      
       0.289843750000E-01       0.184868234113           0.484154171824E-18       0.386995903692E-19       0.108925292156E-10        1843.48953344      
       0.291406250000E-01       0.184867800742           0.102280539259E-17       0.381320598353E-19      -0.104396353658E-10        1843.49403307      
       0.292968750000E-01       0.184867426205           0.826800829086E-18       0.377134585085E-19      -0.327295575091E-10        1843.49794026      
       0.294531250000E-01       0.184867102615          -0.419211446307E-17       0.374347472072E-19      -0.558270320680E-10        1843.50133367      
       0.296093750000E-01       0.184866823135           0.122938660912E-17       0.362510506536E-19      -0.795632938250E-10        1843.50428336      
       0.297656250000E-01       0.184866581472           0.858990438506E-18       0.353399518441E-19      -0.103767478211E-09        1843.50685128      
       0.299218750000E-01       0.184866372305           0.358075016282E-18       0.345684434301E-19      -0.128256109349E-09        1843.50909180      
       0.300781250000E-01       0.184866190743           0.174615751570E-18       0.338698954384E-19      -0.152845596219E-09        1843.51105237      
       0.302343750000E-01       0.184866032773           0.100344579622E-18       0.332040095212E-19      -0.177344708048E-09        1843.51277410      
       0.303906250000E-01       0.184865894686           0.712810695448E-19       0.325553817565E-19      -0.201566922030E-09        1843.51429240      
       0.305468750000E-01       0.184865773547           0.583359832026E-19       0.319189091045E-19      -0.225329519877E-09        1843.51563760      
       0.307031250000E-01       0.184865666623           0.511167884621E-19       0.312931420339E-19      -0.248452563691E-09        1843.51683537      
       0.308593750000E-01       0.184865571814           0.462007184402E-19       0.306778106306E-19      -0.270770358235E-09        1843.51790762      
       0.310156250000E-01       0.184865487140           0.424304834234E-19       0.300729753790E-19      -0.292121631749E-09        1843.51887260      
       0.311718750000E-01       0.184865411092           0.393783997744E-19       0.294787566065E-19      -0.312334529407E-09        1843.51974668      
       0.313281250000E-01       0.184865342437           0.367465134450E-19       0.288952564807E-19      -0.331302991489E-09        1843.52054036      
       0.314843750000E-01       0.184865280073           0.346144702811E-19       0.283225088176E-19      -0.348898089821E-09        1843.52126626      
       0.316406250000E-01       0.184865223022           0.328032519596E-19       0.277605307338E-19      -0.364998367728E-09        1843.52193261      
       0.317968750000E-01       0.184865170713           0.312628781401E-19       0.272092958197E-19      -0.379515963419E-09        1843.52254663      
       0.319531250000E-01       0.184865122405           0.299509118194E-19       0.266687422124E-19      -0.392368188658E-09        1843.52311432      
       0.321093750000E-01       0.184865077757           0.288289302888E-19       0.261387788379E-19      -0.403501901450E-09        1843.52364075      
       0.322656250000E-01       0.184865036245           0.278659936347E-19       0.256192907796E-19      -0.412867301731E-09        1843.52412980      
       0.324218750000E-01       0.184864997672           0.270353389641E-19       0.251101441643E-19      -0.420421760781E-09        1843.52458513      
       0.325781250000E-01       0.184864961637           0.262631459594E-19       0.246111909221E-19      -0.426150434282E-09        1843.52500949      
       0.327343750000E-01       0.184864928064           0.256152179331E-19       0.241222579940E-19      -0.430046149123E-09        1843.52540533      
       0.328906250000E-01       0.184864896626           0.250239676455E-19       0.236431749106E-19      -0.432168329244E-09        1843.52577473      
       0.330468750000E-01       0.184864867311           0.244773853336E-19       0.231737617224E-19      -0.432282768470E-09        1843.52611949      
       0.332031250000E-01       0.184864839843           0.239650769320E-19       0.227138324225E-19      -0.430916595740E-09        1843.52644120      
       0.333593750000E-01       0.184864814245           0.234774929427E-19       0.222631971609E-19      -0.427681645426E-09        1843.52674128      
       0.335156250000E-01       0.184864790274           0.230074829931E-19       0.218216641542E-19      -0.422787529109E-09        1843.52702102      
       0.336718750000E-01       0.184864767972           0.225497067316E-19       0.213890412031E-19      -0.416277702445E-09        1843.52728159      
       0.338281250000E-01       0.184864747119           0.220764573083E-19       0.209651374182E-19      -0.408220928662E-09        1843.52752409      
       0.339843750000E-01       0.184864727765           0.216237913230E-19       0.205497576683E-19      -0.398684938285E-09        1843.52774955      
       0.341406250000E-01       0.184864709703           0.211661467323E-19       0.201427148152E-19      -0.387754486498E-09        1843.52795894      
       0.342968750000E-01       0.184864692989           0.207030288046E-19       0.197438236918E-19      -0.375512931822E-09        1843.52815318      
       0.344531250000E-01       0.184864677426           0.202344389823E-19       0.193529022906E-19      -0.362052510384E-09        1843.52833314      
       0.346093750000E-01       0.184864663073           0.197603210520E-19       0.189697723626E-19      -0.347460909776E-09        1843.52849968      
       0.347656250000E-01       0.184864649741           0.192814753564E-19       0.185942599490E-19      -0.331833917715E-09        1843.52865359      
       0.349218750000E-01       0.184864637491           0.187991115399E-19       0.182261956946E-19      -0.315271919249E-09        1843.52879563      
       0.350781250000E-01       0.184864626141           0.183039422820E-19       0.178654153182E-19      -0.297872965011E-09        1843.52892654      
       0.352343750000E-01       0.184864615756           0.178154933261E-19       0.175117567119E-19      -0.279736760057E-09        1843.52904701      
       0.353906250000E-01       0.184864606157           0.173248061177E-19       0.171650652428E-19      -0.260966764823E-09        1843.52915771      
       0.355468750000E-01       0.184864597417           0.168340316229E-19       0.168251906596E-19      -0.241657626775E-09        1843.52925928      
       0.357031250000E-01       0.184864589358           0.163452942592E-19       0.164919873550E-19      -0.221916151176E-09        1843.52935231      
       0.358593750000E-01       0.184864582063           0.158603661369E-19       0.161653143318E-19      -0.201838683715E-09        1843.52943736      
       0.360156250000E-01       0.184864575351           0.153811782181E-19       0.158450351939E-19      -0.181528247632E-09        1843.52951499      
       0.361718750000E-01       0.184864569319           0.149096021525E-19       0.155310180230E-19      -0.161071003998E-09        1843.52958568      
       0.363281250000E-01       0.184864563780           0.144425263686E-19       0.152231353905E-19      -0.140567890906E-09        1843.52964993      
       0.364843750000E-01       0.184864558848           0.139899369896E-19       0.149212628286E-19      -0.120104265678E-09        1843.52970818      
       0.366406250000E-01       0.184864554325           0.135487597487E-19       0.146252811475E-19      -0.997747154390E-10        1843.52976085      
       0.367968750000E-01       0.184864550349           0.131211953031E-19       0.143350749505E-19      -0.796595570394E-10        1843.52980833      
       0.369531250000E-01       0.184864546702           0.127098406840E-19       0.140505328357E-19      -0.598374966935E-10        1843.52985101      
       0.371093750000E-01       0.184864543554           0.123180016587E-19       0.137715476075E-19      -0.403865046447E-10        1843.52988922      
       0.372656250000E-01       0.184864540659           0.119505533727E-19       0.134980168185E-19      -0.213852635739E-10        1843.52992330      
       0.374218750000E-01       0.184864538228           0.116149740535E-19       0.132298436718E-19      -0.288403180464E-11        1843.52995354      
       0.375781250000E-01       0.184864535961           0.113208457713E-19       0.129669387617E-19       0.150322592800E-10        1843.52998023      
       0.377343750000E-01       0.184864534159           0.110910414110E-19       0.127092222477E-19       0.323097696041E-10        1843.53000365      
       0.378906250000E-01       0.184864532380           0.109546015310E-19       0.124566298079E-19       0.489295649741E-10        1843.53002405      
       0.380468750000E-01       0.184864531161           0.109628372837E-19       0.122091199482E-19       0.647722442534E-10        1843.53004167      
       0.382031250000E-01       0.184864529736           0.112002709793E-19       0.119666874774E-19       0.798666452664E-10        1843.53005673      
       0.383593750000E-01       0.184864529064           0.118054795638E-19       0.117293853909E-19       0.941825004562E-10        1843.53006947      
       0.385156250000E-01       0.184864527926           0.130067204987E-19       0.114973613464E-19       0.107560693632E-09        1843.53008008      
       0.386718750000E-01       0.184864527705           0.151777829098E-19       0.112709171186E-19       0.120184348932E-09        1843.53008879      
       0.388281250000E-01       0.184864526944           0.189290671156E-19       0.110506067792E-19       0.131873006387E-09        1843.53009579      
       0.389843750000E-01       0.184864526924           0.252535726344E-19       0.108373961683E-19       0.142525561285E-09        1843.53010131      
       0.391406250000E-01       0.184864526586           0.357366011511E-19       0.106329231258E-19       0.152523798175E-09        1843.53010555      
       0.392968750000E-01       0.184864526560           0.528454913392E-19       0.104399122738E-19       0.161333084542E-09        1843.53010873      
       0.394531250000E-01       0.184864526995           0.801946541451E-19       0.102628209579E-19       0.169322286346E-09        1843.53011111      
       0.396093750000E-01       0.184864526416           0.122366498864E-18       0.101087855675E-19       0.175868472259E-09        1843.53011297      
       0.397656250000E-01       0.184864529445           0.182780825136E-18       0.998882223201E-20       0.181081557139E-09        1843.53011340      
       0.399218750000E-01       0.184864526499           0.259960416993E-18       0.991871170565E-20       0.184728642871E-09        1843.53011234      
 
#===============================================================================
# Job Information
#===============================================================================
#number of MPI processes: 64
#
#
#===============================================================================
# Plotfile Information
#===============================================================================
#output data / time: Fri Jan 12 15:26:05 2018
#output dir:         /global/cscratch1/sd/emotheau/WORK_PELELM/PMF_METHANE_1atm_phi_0_7
#
#
#===============================================================================
# Build Information
#===============================================================================
#build date:    2018-01-11 17:06:04.548089
#build machine: Linux cori06 4.4.74-92.38-default #1 SMP Tue Sep 12 19:43:46 UTC 2017 (545c055) x86_64 x86_64 x86_64 GNU/Linux
#build dir:     /global/u2/e/emotheau/GitCodes/PeleLM/Exec/PMF_METHANE_1atm_phi_0_7
#BoxLib dir:    /global/homes/e/emotheau/GitCodes/amrex
#
#COMP:          gnu
#COMP version:  7.1.0
#FCOMP:
#FCOMP version:
#
#Chemistry: GRI30
#
#LMC    git hash: v1.0-101-g9d6ac5c-dirty
#BoxLib git hash: 18.01-121-gcfec65a-dirty
#IAMR   git hash: 18.01.1
#
#
#===============================================================================
# Inputs File Parameters
#===============================================================================
#ns.reset_typical_vals_int = 5
#ns.do_active_control = 1
#mg.smooth_on_cg_unstable = 1
#stop_time = 4.0
#ns.do_fillPatchUMAC(nvals = 1)  :: [1]
#ns.zeroBndryVisc = 1
#proj.proj_2 = 1
#ns.num_divu_iters = 3
#ht.plot_consumption = 1
#ht.plot_heat_release = 1
#ht.plot_rhoY = 0
#ht.plot_molefrac = 1
#ht.plot_massfrac = 1
#ht.plot_ydot(nvals = 1)  :: [1]
#amr.derive_plot_vars = rhoRT mag_vort
#geometry.coord_sys = 0
#mg.usecg = 1
#cg.v = 0
#cg.isExpert = 1
#mg.v = 0
#cg.maxiter = 1000
#mg.maxiter = 1000
#mg.nu_0 = 1
#mg.nu_1 = 4
#mg.nu_2 = 4
#mg.nu_f = 40
#cg.unstable_criterion = 100
#ns.htt_tempmin = 1.0
#ns.htt_tempmax = 2.5
#ns.v = 1
#mac.v = 0
#proj.v = 0
#ns.do_group_bndry_fills = 1
#cg.cg_solver = 1
#geometry.prob_lo = 0.0 0.0
#geometry.prob_hi = 0.00125 0.04
#amr.n_cell = 8 256
#amr.blocking_factor = 8
#max_step = 10000
#amr.restart = chk_2d_005400
#amr.check_file = chk_2d_
#amr.plot_file = plt_2d_
#amr.check_int = 100
#amr.plot_int = 100
#ns.cfl = 0.1
#amr.max_grid_size = 32
#amr.v = 1
#amr.max_level = 2
#amr.ref_ratio = 2 2 2 2
#amr.regrid_int = 2
#amr.n_error_buf = 16 16 16 16
#amr.grid_eff = 0.9
#amr.grid_eff = 0.7
#amr.probin_file = probin.2dcontrol_sdc
#ns.dt_cutoff = 5.e-11
#ns.visc_tol = 1.0e-14
#ns.visc_abs_tol = 1.0e-14
#ns.init_shrink = .1
#ns.change_max = 1.1
#ns.vel_visc_coef = 1.983e-5
#ns.temp_cond_coef = 2.6091e-5
#ns.scal_diff_coefs = -0.01
#ns.variable_vel_visc = 1
#ns.variable_scal_diff = 1
#ns.init_iter = 2
#ns.gravity = -9.81
#ns.gravity = 0
#ns.sum_interval = 1
#ns.do_reflux = 1
#ns.do_mac_proj = 1
#ns.do_sync_proj = 1
#ns.do_MLsync_proj = 1
#ns.do_divu_sync = 0
#ns.divu_relax_factor = 0.0
#ns.be_cn_theta = 0.5
#ns.S_in_vel_diffusion = 1
#ns.do_temp = 1
#ns.do_diffuse_sync = 1
#ns.divu_ceiling = 1
#ns.divu_dt_factor = .4
#ns.min_rho_divu_ceiling = .01
#ns.fuelName = CH4
#ns.oxidizerName = O2
#ns.flameTracName = H2O2
#ns.unity_Le = 0
#ns.sdc_iterMAX = 2
#ns.dpdt_option = 0
#ns.lo_bc = 0 1
#ns.hi_bc = 0 2
#geometry.is_periodic = 1 0
#godunov.slope_order = 4
#diffuse.use_cg_solve = 0
#diffuse.max_order = 4
#diffuse.tensor_max_order = 4
#diffuse.use_tensor_cg_solve = 0
#diffuse.v = 1
#diffuse.Rhs_in_abs_tol(nvals = 1)  :: [1]
#proj.proj_tol = 1.0e-1
#proj.proj_tol = 4.0e-9
#proj.proj_tol = 2.0e-9
#proj.proj_tol = 1.0e-10
#proj.proj_tol = 5.0e-8
#proj.proj_tol = 1.0e-11
#proj.sync_tol = 1.0e-8
#proj.rho_wgt_vel_proj = 0
#proj.Pcode = 1
#proj.filter_factor(nvals = 1)  :: [0.0]
#proj.do_outflow_bcs = 0
#proj.divu_minus_s_factor = .5
#proj.divu_minus_s_factor = 0.
#mac.mac_tol = 5.0e-8
#mac.mac_tol = 4.0e-9
#mac.mac_tol = 1.0e-9
#mac.mac_sync_tol = 1.0e-6
#mac.mac_sync_tol = 1.0e-8
#mac.mac_abs_tol = 1.0e-14
#mac.use_cg_solve = 0
#mac.do_outflow_bcs = 0
#fab.format = NATIVE
#ns.do_not_use_funccount = 1
#diffuse.max_order = 2
#diffuse.tensor_max_order = 2
#ns.visc_tol = 1.0e-14
#ns.visc_abs_tol = 1.0e-14
